Main Holding Name,Main Holding Key,Holding Name,Holding Key,International Sector Key,International Sector Description,International Department Key,International Department Description,Group Class Key - Description,Class Key - Description,Brand Name
MARS,401,MARS,401,1,FMCG,14,GROCERIES,141 - BISCUITS/CAKES/CEREAL/DRY BREAD,1410 - BISCUIT,MARS
MARS,401,MARS,401,1,FMCG,15,CHILLED (SELF-SERVICE),155 - ICE CREAM/FROZEN DESSERTS,1551 - SNACKING ICE,M&M'S
MARS,401,MARS,401,1,FMCG,14,GROCERIES,141 - BISCUITS/CAKES/CEREAL/DRY BREAD,1410 - BISCUIT,BOUNTY
MARS,401,MARS,401,1,FMCG,14,GROCERIES,141 - BISCUITS/CAKES/CEREAL/DRY BREAD,1410 - BISCUIT,M&M'S
MARS,401,MARS,401,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1421 - CHEWING-GUM,SKITTLES
MARS,401,MARS,401,1,FMCG,14,GROCERIES,140 - COFFEE/CHICORY/TEA,1406 - DOLCE GUSTO SYSTEM CAPS,MARS
MARS,401,MARS,401,1,FMCG,14,GROCERIES,149 - ETHNIC PRODUCTS,1493 - EUROPE,COMPAL
MARS,401,MARS,401,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1423 - CHOCOLATE CONFECTIONERY,MINIS MIX
MARS,401,MARS,401,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1421 - CHEWING-GUM,MARS
MARS,401,MARS,401,1,FMCG,14,GROCERIES,140 - COFFEE/CHICORY/TEA,1406 - DOLCE GUSTO SYSTEM CAPS,MILKY WAY
MARS,401,MARS,401,1,FMCG,14,GROCERIES,146 - OILS/SEASONING/SAUCES,1466 - HOT SAUCES,UNCLE BENS
MARS,401,MARS,401,1,FMCG,15,CHILLED (SELF-SERVICE),152 - DAIRY,1521 - FLAVOURED MILK,TWIX
MARS,401,MARS,401,1,FMCG,15,CHILLED (SELF-SERVICE),151 - CHILLED FRESH FOODS,1514 - DRINKING YOGURTS/SNACKS,MARS
MARS,401,MARS,401,1,FMCG,15,CHILLED (SELF-SERVICE),152 - DAIRY,1521 - FLAVOURED MILK,M&M'S
MARS,401,MARS,401,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1423 - CHOCOLATE CONFECTIONERY,BE KIND
MARS,401,MARS,401,1,FMCG,15,CHILLED (SELF-SERVICE),152 - DAIRY,1521 - FLAVOURED MILK,BOUNTY
MARS,401,MARS,401,1,FMCG,14,GROCERIES,149 - ETHNIC PRODUCTS,1490 - ASIA/OCEANIA,UNCLE BENS
MARS,401,MARS,401,1,FMCG,14,GROCERIES,142 - CONFECTIONERY/CHOCOLATE,1422 - CHOCOLATE BARS,BALISTO
MARS,401,MARS,401,1,FMCG,15,CHILLED (SELF-SERVICE),152 - DAIRY,1521 - FLAVOURED MILK,MILKY WAY
